audio_id,file_name,category,resolved_path,duration,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std
audio_0573,audio_0573.mp3,whisper,..\..\data\raw\audio\audio_0573.mp3,11.086530612244898,0.01232285425066948,0.014319700188934803,0.2759912722280335,0.14194189135018587,4278.053957497375,1148.090965178367,2805.824204145602,304.8474284542395,7561.442840448483,1229.5683323533294
audio_0574,audio_0574.mp3,whisper,..\..\data\raw\audio\audio_0574.mp3,27.433696145124717,0.11509214341640472,0.07557593286037445,0.09958706773477158,0.0628995204849748,1709.0527563226733,773.1120502347682,1745.747724849713,494.09197174150887,3503.362882197811,1723.721412284747
audio_0575,audio_0575.mp3,whisper,..\..\data\raw\audio\audio_0575.mp3,16.038956916099774,0.12149164080619812,0.0583890862762928,0.14459625994934877,0.08955614783737516,2414.085788012519,971.3559434272352,2349.26342988654,410.6219995950713,4965.148413474584,1848.3512706246054
audio_0576,audio_0576.mp3,whisper,..\..\data\raw\audio\audio_0576.mp3,9.195102040816327,0.02835002727806568,0.03957414627075195,0.10889409831549118,0.055910344228513605,2152.773097895648,799.315886870627,2315.919702001139,710.1892470660205,4430.958261177582,2233.2617753798377
audio_0577,audio_0577.mp3,whisper,..\..\data\raw\audio\audio_0577.mp3,5.328979591836735,0.19272205233573914,0.12839841842651367,0.12346297554347826,0.11225541924004391,2127.8618644676094,1045.680443526647,1525.8289785180245,266.1114383956061,3835.4379670516305,1129.1668059534377
audio_0578,audio_0578.mp3,whisper,..\..\data\raw\audio\audio_0578.mp3,27.626666666666665,0.013163997791707516,0.012596407905220985,0.10092034860819328,0.12727751136497947,2228.9289278267743,1513.3978484541924,2366.2901487310533,517.6699000314399,4105.61279296875,2609.480137213039
audio_0579,audio_0579.mp3,whisper,..\..\data\raw\audio\audio_0579.mp3,28.29496598639456,0.031880300492048264,0.042727693915367126,0.13326593262920428,0.11056483017693441,2000.5604973188815,1412.377085712551,1472.3594979972709,1061.8705081406226,3416.722270912377,2618.701343840061
audio_0580,audio_0580.mp3,whisper,..\..\data\raw\audio\audio_0580.mp3,12.411065759637188,0.010915729217231274,0.011021070182323456,0.31095027745327103,0.24496709449628679,4098.8228104394475,2070.2926100614336,2618.089541107539,298.5067722470173,6992.716532199182,2044.5940749004924
audio_0581,audio_0581.mp3,whisper,..\..\data\raw\audio\audio_0581.mp3,16.08344671201814,0.164419487118721,0.03605268895626068,0.21584708694083693,0.06676503618532584,2436.2071304108263,484.15757308270446,1183.329899480454,140.0853876551678,3824.862393465909,545.513455811268
audio_0582,audio_0582.mp3,whisper,..\..\data\raw\audio\audio_0582.mp3,21.640997732426303,0.004702294245362282,0.0017716268775984645,0.3171179997320472,0.08704221054900292,4033.5963996821374,700.7000637223616,2619.4511639758534,167.61610046584798,7004.1070576266075,586.4322710099968
