id,source,freesound_id,name,username,license,duration,tags,description,audio_url,local_path,audio_id,file_name,file_path,category,query,source_api,source_url,audio_download_url,created,resolved_path,exists,duration_numeric,duration_status
,,,Skibka Music - Multimedia Pack 2.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,11.5276,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0392,audio_0392.mp3,..\..\data\raw\audio\audio_0392.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478923/,https://cdn.freesound.org/previews/478/478923_6607652-hq.mp3,2019-08-08T16:45:42Z,..\..\data\raw\audio\audio_0392.mp3,True,11.5276,known
,,,Skibka Music - Logo Pn16.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,7.81739,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0393,audio_0393.mp3,..\..\data\raw\audio\audio_0393.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478903/,https://cdn.freesound.org/previews/478/478903_6607652-hq.mp3,2019-08-08T16:35:54Z,..\..\data\raw\audio\audio_0393.mp3,True,7.81739,known
,,,Skibka Music - Logo Pn13.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,4.00018,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0394,audio_0394.mp3,..\..\data\raw\audio\audio_0394.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478898/,https://cdn.freesound.org/previews/478/478898_6607652-hq.mp3,2019-08-08T16:35:49Z,..\..\data\raw\audio\audio_0394.mp3,True,4.00018,known
,,,Skibka Music - Logo nb6t.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,8.68807,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0395,audio_0395.mp3,..\..\data\raw\audio\audio_0395.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478883/,https://cdn.freesound.org/previews/478/478883_6607652-hq.mp3,2019-08-08T16:09:02Z,..\..\data\raw\audio\audio_0395.mp3,True,8.68807,known
,,,Skibka Music - Logo nb4.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,10.3651,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0396,audio_0396.mp3,..\..\data\raw\audio\audio_0396.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478882/,https://cdn.freesound.org/previews/478/478882_6607652-hq.mp3,2019-08-08T16:06:24Z,..\..\data\raw\audio\audio_0396.mp3,True,10.3651,known
,,,Skibka Music - Logo nb2t.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,10.9205,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0397,audio_0397.mp3,..\..\data\raw\audio\audio_0397.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478879/,https://cdn.freesound.org/previews/478/478879_6607652-hq.mp3,2019-08-08T16:06:21Z,..\..\data\raw\audio\audio_0397.mp3,True,10.9205,known
,,,Skibka Music - Logo nb3t.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,9.25238,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0398,audio_0398.mp3,..\..\data\raw\audio\audio_0398.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478877/,https://cdn.freesound.org/previews/478/478877_6607652-hq.mp3,2019-08-08T16:06:18Z,..\..\data\raw\audio\audio_0398.mp3,True,9.25238,known
,,,Skibka Music - Defeat A1.wav,SkibkaMusic,https://creativecommons.org/licenses/by-nc/4.0/,10.0463,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0399,audio_0399.mp3,..\..\data\raw\audio\audio_0399.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478865/,https://cdn.freesound.org/previews/478/478865_6607652-hq.mp3,2019-08-08T16:02:28Z,..\..\data\raw\audio\audio_0399.mp3,True,10.0463,known
,,,DSGNDron_Steady Rumbling Distant Industrial Ambience 15_EM,newlocknew,https://creativecommons.org/licenses/by/4.0/,12.6494,"ambience,ambient,atmos,atmosphere,background,cinematic,creepy,dark,drone,effect,environment,film,game,horror,industrial,industrial-textures,machine,metal,nightmare,noise,pad,rumble,scary,sinister,sound,soundscape,spooky,suspense,tension,texture",,,,audio_0400,audio_0400.mp3,..\..\data\raw\audio\audio_0400.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/newlocknew/sounds/751547/,https://cdn.freesound.org/previews/751/751547_5828667-hq.mp3,2024-08-19T07:33:12Z,..\..\data\raw\audio\audio_0400.mp3,True,12.6494,known
,,,Lone wolf howling,mokasza,https://creativecommons.org/licenses/by/4.0/,7.04107,"ambient,animal,atmospheric,call,cinematic,cold,cry,distant,dramatic,echo,eerie,forest,haunting,howl,howling,lone,lonely,moonlight,mystery,nature,night,predator,solo,soundscape,suspense,tension,wild,wilderness,wind,wolf",,,,audio_0401,audio_0401.mp3,..\..\data\raw\audio\audio_0401.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/mokasza/sounds/810171/,https://cdn.freesound.org/previews/810/810171_17437502-hq.mp3,2025-06-01T01:25:32Z,..\..\data\raw\audio\audio_0401.mp3,True,7.04107,known
,,,Indra Call.wav,.Andre_Onate,http://creativecommons.org/publicdomain/zero/1.0/,27.8076,"alien,atmosphere,cinematic,creepy,dark,eerie,reverb,scary,soundscape,space,spooky,tension",,,,audio_0402,audio_0402.mp3,..\..\data\raw\audio\audio_0402.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/.Andre_Onate/sounds/330860/,https://cdn.freesound.org/previews/330/330860_2448533-hq.mp3,2015-12-12T08:49:08Z,..\..\data\raw\audio\audio_0402.mp3,True,27.8076,known
,,,DSGNDron_Underground Eerie Breathing Ambience 8_EM,newlocknew,http://creativecommons.org/publicdomain/zero/1.0/,21.3455,"ambience,ambient,atmos,atmosphere,background,cinematic,creepy,dark,drone,effect,environment,film,game,horror,industrial,industrial-textures,machine,metal,nightmare,noise,pad,rumble,scary,sinister,sound,soundscape,spooky,suspense,tension,texture",,,,audio_0403,audio_0403.mp3,..\..\data\raw\audio\audio_0403.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/newlocknew/sounds/789913/,https://cdn.freesound.org/previews/789/789913_5828667-hq.mp3,2025-02-25T07:06:33Z,..\..\data\raw\audio\audio_0403.mp3,True,21.3455,known
,,,Skibka Music - Logo-g1.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,5.03896,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0404,audio_0404.mp3,..\..\data\raw\audio\audio_0404.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478915/,https://cdn.freesound.org/previews/478/478915_6607652-hq.mp3,2019-08-08T16:39:14Z,..\..\data\raw\audio\audio_0404.mp3,True,5.03896,known
,,,Skibka Music - Logo Pn27.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,5.33188,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0405,audio_0405.mp3,..\..\data\raw\audio\audio_0405.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478913/,https://cdn.freesound.org/previews/478/478913_6607652-hq.mp3,2019-08-08T16:39:12Z,..\..\data\raw\audio\audio_0405.mp3,True,5.33188,known
,,,Skibka Music - Logo-lg3.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,3.63451,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0406,audio_0406.mp3,..\..\data\raw\audio\audio_0406.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478925/,https://cdn.freesound.org/previews/478/478925_6607652-hq.mp3,2019-08-08T16:45:44Z,..\..\data\raw\audio\audio_0406.mp3,True,3.63451,known
,,,Skibka Music - Sounds Select DG1.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,16.9621,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0407,audio_0407.mp3,..\..\data\raw\audio\audio_0407.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478931/,https://cdn.freesound.org/previews/478/478931_6607652-hq.mp3,2019-08-08T16:45:51Z,..\..\data\raw\audio\audio_0407.mp3,True,16.9621,known
,,,Skibka Music - Logo Pn21.wav,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,4.09168,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0408,audio_0408.mp3,..\..\data\raw\audio\audio_0408.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478905/,https://cdn.freesound.org/previews/478/478905_6607652-hq.mp3,2019-08-08T16:35:56Z,..\..\data\raw\audio\audio_0408.mp3,True,4.09168,known
,,,Skibka Music - Logo nb6.mp3,SkibkaMusic,http://creativecommons.org/publicdomain/zero/1.0/,10.4258,"background,business,bye,company,computer,demo,design,display,effect,electronic,fade,game,good,greeting,intro,introduction,logo,modern,multimedia,new,sign,sound,soundscape,stinger,tension,transition,transitional,transitions,welcome",,,,audio_0409,audio_0409.mp3,..\..\data\raw\audio\audio_0409.mp3,tense,tension soundscape,Freesound,https://freesound.org/people/SkibkaMusic/sounds/478885/,https://cdn.freesound.org/previews/478/478885_6607652-hq.mp3,2019-08-08T16:09:04Z,..\..\data\raw\audio\audio_0409.mp3,True,10.4258,known
,,,"Glitch Noise 2 - (Electrical, Transmission, Perturbation...)",Flying_Deer_Fx,http://creativecommons.org/publicdomain/zero/1.0/,14.4051,"Disturbed,Electrical,Electronic,Glitch,Glitches,Magnetic,Noise,Noises,Noisy,Perturbation,Transmission",,,,audio_0410,audio_0410.mp3,..\..\data\raw\audio\audio_0410.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/Flying_Deer_Fx/sounds/369144/,https://cdn.freesound.org/previews/369/369144_6812364-hq.mp3,2016-11-24T00:37:36Z,..\..\data\raw\audio\audio_0410.mp3,True,14.4051,known
,,,step glitch noise loop.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,17.4962,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0411,audio_0411.mp3,..\..\data\raw\audio\audio_0411.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796982/,https://cdn.freesound.org/previews/796/796982_2520418-hq.mp3,2025-04-06T02:02:07Z,..\..\data\raw\audio\audio_0411.mp3,True,17.4962,known
,,,hidden glitch soft noise fx.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,5.80143,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0412,audio_0412.mp3,..\..\data\raw\audio\audio_0412.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796962/,https://cdn.freesound.org/previews/796/796962_2520418-hq.mp3,2025-04-06T02:01:42Z,..\..\data\raw\audio\audio_0412.mp3,True,5.80143,known
,,,unreasonable noise 2.wav,Saltbearer,http://creativecommons.org/publicdomain/zero/1.0/,4.36535,"glitch,high-frequency,noise",,,,audio_0413,audio_0413.mp3,..\..\data\raw\audio\audio_0413.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/Saltbearer/sounds/481988/,https://cdn.freesound.org/previews/481/481988_1847035-hq.mp3,2019-08-23T18:33:15Z,..\..\data\raw\audio\audio_0413.mp3,True,4.36535,known
,,,unreasonable noise.wav,Saltbearer,http://creativecommons.org/publicdomain/zero/1.0/,5.99075,"glitch,high-frequency,noise",,,,audio_0414,audio_0414.mp3,..\..\data\raw\audio\audio_0414.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/Saltbearer/sounds/481987/,https://cdn.freesound.org/previews/481/481987_1847035-hq.mp3,2019-08-23T18:33:15Z,..\..\data\raw\audio\audio_0414.mp3,True,5.99075,known
,,,"Glitched, Aggressive Noise",RandomRecord19,https://creativecommons.org/licenses/by/4.0/,16.6645,"distorted,electronic,experimental,freaky,glitch,noise",,,,audio_0415,audio_0415.mp3,..\..\data\raw\audio\audio_0415.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/RandomRecord19/sounds/737743/,https://cdn.freesound.org/previews/737/737743_13854978-hq.mp3,2024-05-29T10:20:54Z,..\..\data\raw\audio\audio_0415.mp3,True,16.6645,known
,,,Glitch Noise 5.wav,LookIMadeAThing,http://creativecommons.org/publicdomain/zero/1.0/,6.5,"digital,distortion,glitch,harsh,lo-fi,noise",,,,audio_0416,audio_0416.mp3,..\..\data\raw\audio\audio_0416.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/LookIMadeAThing/sounds/341289/,https://cdn.freesound.org/previews/341/341289_3968707-hq.mp3,2016-03-24T22:43:51Z,..\..\data\raw\audio\audio_0416.mp3,True,6.5,known
,,,Glitch Noise 6.wav,LookIMadeAThing,http://creativecommons.org/publicdomain/zero/1.0/,22.5,"digital,distortion,glitch,harsh,lo-fi,noise",,,,audio_0417,audio_0417.mp3,..\..\data\raw\audio\audio_0417.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/LookIMadeAThing/sounds/341288/,https://cdn.freesound.org/previews/341/341288_3968707-hq.mp3,2016-03-24T22:43:50Z,..\..\data\raw\audio\audio_0417.mp3,True,22.5,known
,,,Glitch Noise 2.wav,LookIMadeAThing,http://creativecommons.org/publicdomain/zero/1.0/,3.0,"digital,distortion,glitch,harsh,lo-fi,noise",,,,audio_0418,audio_0418.mp3,..\..\data\raw\audio\audio_0418.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/LookIMadeAThing/sounds/341284/,https://cdn.freesound.org/previews/341/341284_3968707-hq.mp3,2016-03-24T22:43:46Z,..\..\data\raw\audio\audio_0418.mp3,True,3.0,known
,,,noise whoosh splash 10.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,15.63,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0419,audio_0419.mp3,..\..\data\raw\audio\audio_0419.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786439/,https://cdn.freesound.org/previews/786/786439_2520418-hq.mp3,2025-01-26T19:57:44Z,..\..\data\raw\audio\audio_0419.mp3,True,15.63,known
,,,noise whoosh splash 5.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,3.86,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0420,audio_0420.mp3,..\..\data\raw\audio\audio_0420.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786434/,https://cdn.freesound.org/previews/786/786434_2520418-hq.mp3,2025-01-26T19:57:40Z,..\..\data\raw\audio\audio_0420.mp3,True,3.86,known
,,,noise whoosh splash 4.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,4.8,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0421,audio_0421.mp3,..\..\data\raw\audio\audio_0421.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786433/,https://cdn.freesound.org/previews/786/786433_2520418-hq.mp3,2025-01-26T19:57:39Z,..\..\data\raw\audio\audio_0421.mp3,True,4.8,known
,,,noise whoosh splash 3.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,5.8,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0422,audio_0422.mp3,..\..\data\raw\audio\audio_0422.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786432/,https://cdn.freesound.org/previews/786/786432_2520418-hq.mp3,2025-01-26T19:57:39Z,..\..\data\raw\audio\audio_0422.mp3,True,5.8,known
,,,click glitch 15.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,17.93,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0423,audio_0423.mp3,..\..\data\raw\audio\audio_0423.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786409/,https://cdn.freesound.org/previews/786/786409_2520418-hq.mp3,2025-01-26T19:57:18Z,..\..\data\raw\audio\audio_0423.mp3,True,17.93,known
,,,click glitch 12.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,6.78,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0424,audio_0424.mp3,..\..\data\raw\audio\audio_0424.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786406/,https://cdn.freesound.org/previews/786/786406_2520418-hq.mp3,2025-01-26T19:57:14Z,..\..\data\raw\audio\audio_0424.mp3,True,6.78,known
,,,click glitch 5.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,3.06,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0425,audio_0425.mp3,..\..\data\raw\audio\audio_0425.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786399/,https://cdn.freesound.org/previews/786/786399_2520418-hq.mp3,2025-01-26T19:57:07Z,..\..\data\raw\audio\audio_0425.mp3,True,3.06,known
,,,click glitch 3.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,11.4,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0426,audio_0426.mp3,..\..\data\raw\audio\audio_0426.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786397/,https://cdn.freesound.org/previews/786/786397_2520418-hq.mp3,2025-01-26T19:57:05Z,..\..\data\raw\audio\audio_0426.mp3,True,11.4,known
,,,click glitch 2.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,3.29,"alien,effects,fx,glitch,glitchy,noise,pad,reso,sfx,synth",,,,audio_0427,audio_0427.mp3,..\..\data\raw\audio\audio_0427.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/786396/,https://cdn.freesound.org/previews/786/786396_2520418-hq.mp3,2025-01-26T19:57:04Z,..\..\data\raw\audio\audio_0427.mp3,True,3.29,known
,,,tripster entering atmosphere glitch.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,6.49567,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0428,audio_0428.mp3,..\..\data\raw\audio\audio_0428.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796997/,https://cdn.freesound.org/previews/796/796997_2520418-hq.mp3,2025-04-06T02:02:20Z,..\..\data\raw\audio\audio_0428.mp3,True,6.49567,known
,,,transmission glitch drone.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,12.5688,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0429,audio_0429.mp3,..\..\data\raw\audio\audio_0429.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796994/,https://cdn.freesound.org/previews/796/796994_2520418-hq.mp3,2025-04-06T02:02:17Z,..\..\data\raw\audio\audio_0429.mp3,True,12.5688,known
,,,swell bass wavetable synth glitch pad.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,20.8398,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0430,audio_0430.mp3,..\..\data\raw\audio\audio_0430.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796986/,https://cdn.freesound.org/previews/796/796986_2520418-hq.mp3,2025-04-06T02:02:10Z,..\..\data\raw\audio\audio_0430.mp3,True,20.8398,known
,,,swell bass wavetable glitch loop.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,12.6053,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0431,audio_0431.mp3,..\..\data\raw\audio\audio_0431.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796985/,https://cdn.freesound.org/previews/796/796985_2520418-hq.mp3,2025-04-06T02:02:09Z,..\..\data\raw\audio\audio_0431.mp3,True,12.6053,known
,,,spaciial harmonic chaos glitch drone.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,28.7137,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0432,audio_0432.mp3,..\..\data\raw\audio\audio_0432.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796980/,https://cdn.freesound.org/previews/796/796980_2520418-hq.mp3,2025-04-06T02:02:04Z,..\..\data\raw\audio\audio_0432.mp3,True,28.7137,known
,,,rhythmic glitch sfx loop.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,7.56481,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0433,audio_0433.mp3,..\..\data\raw\audio\audio_0433.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796977/,https://cdn.freesound.org/previews/796/796977_2520418-hq.mp3,2025-04-06T02:02:01Z,..\..\data\raw\audio\audio_0433.mp3,True,7.56481,known
,,,rhythmic glitch loop.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,5.49279,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0434,audio_0434.mp3,..\..\data\raw\audio\audio_0434.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796976/,https://cdn.freesound.org/previews/796/796976_2520418-hq.mp3,2025-04-06T02:02:00Z,..\..\data\raw\audio\audio_0434.mp3,True,5.49279,known
,,,pumping glitch sfx.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,4.27537,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0435,audio_0435.mp3,..\..\data\raw\audio\audio_0435.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796971/,https://cdn.freesound.org/previews/796/796971_2520418-hq.mp3,2025-04-06T02:01:53Z,..\..\data\raw\audio\audio_0435.mp3,True,4.27537,known
,,,harsh sustain mid glitch note.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,3.79698,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0436,audio_0436.mp3,..\..\data\raw\audio\audio_0436.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796959/,https://cdn.freesound.org/previews/796/796959_2520418-hq.mp3,2025-04-06T02:01:36Z,..\..\data\raw\audio\audio_0436.mp3,True,3.79698,known
,,,evolving glitch synth pad loop drone.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,20.4406,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0437,audio_0437.mp3,..\..\data\raw\audio\audio_0437.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796950/,https://cdn.freesound.org/previews/796/796950_2520418-hq.mp3,2025-04-06T02:01:26Z,..\..\data\raw\audio\audio_0437.mp3,True,20.4406,known
,,,elastic space glitch drone fx.wav,CVLTIV8R,http://creativecommons.org/publicdomain/zero/1.0/,24.9051,"alien,bass,clash,deep,drone,droning,effect,fx,glitch,harsh,high,laser,loop,low,noise,rhythmic,robot,sfx,sub,swoosh,synth,synthetic,tranquil,trigger,trippy,wavetable,whoosh",,,,audio_0438,audio_0438.mp3,..\..\data\raw\audio\audio_0438.mp3,chaotic,glitch noise,Freesound,https://freesound.org/people/CVLTIV8R/sounds/796944/,https://cdn.freesound.org/previews/796/796944_2520418-hq.mp3,2025-04-06T02:01:16Z,..\..\data\raw\audio\audio_0438.mp3,True,24.9051,known
